    1  0.00000000E+00  0.00000000E+00  0.10416667E-03
    2  0.00000000E+00  0.00000000E+00 -0.41666667E-03
    3  0.00000000E+00  0.00000000E+00  0.20833333E-03
    4  0.00000000E+00  0.00000000E+00 -0.41666667E-03
    5  0.00000000E+00  0.00000000E+00  0.20833333E-03
    6  0.00000000E+00  0.00000000E+00 -0.41666667E-03
    7  0.00000000E+00  0.00000000E+00  0.20833333E-03
    8  0.00000000E+00  0.00000000E+00 -0.41666667E-03
    9  0.00000000E+00  0.00000000E+00  0.20833333E-03
   10  0.00000000E+00  0.00000000E+00 -0.41666667E-03
   11  0.00000000E+00  0.00000000E+00  0.20833333E-03
   12  0.00000000E+00  0.00000000E+00 -0.41666667E-03
   13  0.00000000E+00  0.00000000E+00  0.20833333E-03
   14  0.00000000E+00  0.00000000E+00 -0.41666667E-03
   15  0.00000000E+00  0.00000000E+00  0.20833333E-03
   16  0.00000000E+00  0.00000000E+00 -0.41666667E-03
   17  0.00000000E+00  0.00000000E+00  0.20833333E-03
   18  0.00000000E+00  0.00000000E+00 -0.41666667E-03
   19  0.00000000E+00  0.00000000E+00  0.20833333E-03
   20  0.00000000E+00  0.00000000E+00 -0.41666667E-03
   21  0.00000000E+00  0.00000000E+00  0.20833333E-03
   22  0.00000000E+00  0.00000000E+00 -0.41666667E-03
   23  0.00000000E+00  0.00000000E+00  0.20833333E-03
   24  0.00000000E+00  0.00000000E+00 -0.41666667E-03
   25  0.00000000E+00  0.00000000E+00  0.20833333E-03
   26  0.00000000E+00  0.00000000E+00 -0.41666667E-03
   27  0.00000000E+00  0.00000000E+00  0.20833333E-03
   28  0.00000000E+00  0.00000000E+00 -0.41666667E-03
   29  0.00000000E+00  0.00000000E+00  0.20833333E-03
   30  0.00000000E+00  0.00000000E+00 -0.41666667E-03
   31  0.00000000E+00  0.00000000E+00  0.20833333E-03
   32  0.00000000E+00  0.00000000E+00 -0.41666667E-03
   33  0.00000000E+00  0.00000000E+00  0.20833333E-03
   34  0.00000000E+00  0.00000000E+00 -0.41666667E-03
   35  0.00000000E+00  0.00000000E+00  0.20833333E-03
   36  0.00000000E+00  0.00000000E+00 -0.41666667E-03
   37  0.00000000E+00  0.00000000E+00  0.20833333E-03
   38  0.00000000E+00  0.00000000E+00 -0.41666667E-03
   39  0.00000000E+00  0.00000000E+00  0.20833333E-03
   40  0.00000000E+00  0.00000000E+00 -0.41666667E-03
   41  0.00000000E+00  0.00000000E+00  0.10416667E-03
 2522  0.00000000E+00  0.00000000E+00 -0.41666667E-03
 2523  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2524  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2525  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2526  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2527  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2528  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2529  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2530  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2531  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2532  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2533  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2534  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2535  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2536  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2537  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2538  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2539  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2540  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2541  0.00000000E+00  0.00000000E+00 -0.83333333E-03
 2542  0.00000000E+00  0.00000000E+00 -0.41666667E-03
